group	PeakID (cmd=annotatePeaks.pl Common_optimal.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Common	primary_peak_20101	chr3	89430065	89430761	+	1000	NA	promoter-TSS (NM_026869)	promoter-TSS (NM_026869)	199	NM_001293768	68911	Mm.22521	NM_026869	ENSMUSG00000047824	Pygo2	1190004M21Rik	pygopus 2	protein-coding
Common	primary_peak_3632	chr10	105840961	105841819	+	1000	NA	promoter-TSS (NM_207522)	promoter-TSS (NM_207522)	-10	NM_207522	216292	Mm.250875	NM_207522	ENSMUSG00000036009	Mettl25	-	methyltransferase like 25	protein-coding
Common	primary_peak_2363	chr10	18234602	18235638	+	1000	NA	promoter-TSS (NM_144820)	promoter-TSS (NM_144820)	-139	NM_144820	215814	Mm.296565	NM_144820	ENSMUSG00000059554	Ccdc28a	1700009P13Rik|AI480677	coiled-coil domain containing 28A	protein-coding
Common	primary_peak_29353	chr8	13104717	13106238	+	1000	NA	promoter-TSS (NM_178708)	promoter-TSS (NM_178708)	-134	NM_178708	234069	Mm.103427	NM_178708	ENSMUSG00000038542	Pcid2	A730042J05Rik	PCI domain containing 2	protein-coding
Common	primary_peak_23885	chr5	86172269	86173479	+	1000	NA	promoter-TSS (NM_172712)	promoter-TSS (NM_172712)	-131	NM_172712	231380	Mm.34012	NM_172712	ENSMUSG00000035898	Uba6	4930542H01|5730469D23Rik|AU021846|AW124799|E1-L2|Ube1l2	ubiquitin-like modifier activating enzyme 6	protein-coding
Common	primary_peak_29905	chr8	71272209	71273412	+	1000	NA	promoter-TSS (NM_001142323)	promoter-TSS (NM_001142323)	96	NM_001142323	17925	Mm.33779	NM_015742	ENSMUSG00000004677	Myo9b	-	myosin IXb	protein-coding
Common	primary_peak_28033	chr7	67372698	67373733	+	1000	NA	promoter-TSS (NM_001291195)	promoter-TSS (NM_001291195)	-357	NM_001291196	17258	Mm.132788	NM_001033713	ENSMUSG00000030557	Mef2a	A430079H05Rik	myocyte enhancer factor 2A	protein-coding
Common	primary_peak_9812	chr14	55590603	55591881	+	1000	NA	promoter-TSS (NM_194346)	promoter-TSS (NM_194346)	-141	NM_001029855	19188	Mm.371573	NM_011190	ENSMUSG00000079197	Psme2	AA589371|AI788882|PA28b	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	protein-coding
Common	primary_peak_30351	chr8	95331298	95332521	+	1000	NA	promoter-TSS (NM_024467)	promoter-TSS (NM_024467)	41	NM_024467	79233	Mm.350514	NM_024467	ENSMUSG00000046556	Zfp319	AI225750|AI413472|Znf319|mKIAA1388	zinc finger protein 319	protein-coding
Common	primary_peak_29686	chr8	46616880	46618137	+	1000	NA	promoter-TSS (NM_001001184)	promoter-TSS (NM_001001184)	217	NM_001284409	12367	Mm.34405	NM_009810	ENSMUSG00000031628	Casp3	A830040C14Rik|AC-3|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy	caspase 3	protein-coding
Common	primary_peak_8	chr1	6214123	6215532	+	1000	NA	5' UTR (NM_009826, exon 1 of 24)	5' UTR (NM_009826, exon 1 of 24)	165	NM_009826	12421	Mm.293811	NM_009826	ENSMUSG00000025907	Rb1cc1	2900055E04Rik|5930404L04Rik|Cc1|FIP200|LaXp180	RB1-inducible coiled-coil 1	protein-coding
Common	primary_peak_8086	chr13	36117214	36118042	+	1000	NA	promoter-TSS (NM_024274)	promoter-TSS (NM_024274)	-15	NM_001039189	69955	Mm.70690	NM_024274	ENSMUSG00000021420	Fars2	Fars1|pheRS	phenylalanine-tRNA synthetase 2 (mitochondrial)	protein-coding
Common	primary_peak_21365	chr4	43492279	43493790	+	1000	NA	promoter-TSS (NM_001037913)	promoter-TSS (NM_001037913)	25	NR_001460	19782		NR_001460	ENSMUSG00000088088	Rmrp	1110032O22Rik|Rmrpr	RNA component of mitochondrial RNAase P	ncRNA
Common	primary_peak_984	chr1	106171214	106172146	+	1000	NA	promoter-TSS (NR_040630)	promoter-TSS (NR_040630)	-156	NR_040630	626049	Mm.247410	NR_040630	ENSMUSG00000101583	Gm20753	-	predicted gene, 20753	ncRNA
Common	primary_peak_25662	chr6	48554444	48555392	+	1000	NA	5' UTR (NM_177736, exon 1 of 3)	5' UTR (NM_177736, exon 1 of 3)	119	NM_001110160	243371	Mm.290764	NM_177736	ENSMUSG00000073096	Lrrc61	BC027309	leucine rich repeat containing 61	protein-coding
Common	primary_peak_14757	chr18	10609544	10610584	+	1000	NA	5' UTR (NM_001081222, exon 1 of 11)	5' UTR (NM_001081222, exon 1 of 11)	288	NM_001081222	77805	Mm.210996	NM_144542	ENSMUSG00000024293	Esco1	A930014I12Rik	establishment of sister chromatid cohesion N-acetyltransferase 1	protein-coding
Common	primary_peak_29658	chr8	41373803	41375158	+	1000	NA	intron (NM_019734, intron 1 of 13)	CpG	217	NM_019734	11886	Mm.22547	NM_019734	ENSMUSG00000031591	Asah1	2310081N20Rik|AC|Asah	N-acylsphingosine amidohydrolase 1	protein-coding
Common	primary_peak_12555	chr16	38088346	38090012	+	1000	NA	promoter-TSS (NR_033221)	promoter-TSS (NR_033221)	81	NR_033221	414072	Mm.483602	NR_033221		BC031361	-	cDNA sequence BC031361	ncRNA
Common	primary_peak_12649	chr16	49698697	49699609	+	1000	NA	promoter-TSS (NM_028680)	promoter-TSS (NM_028680)	-141	NM_028680	73916	Mm.241276	NM_028680	ENSMUSG00000032965	Ift57	4833420A15Rik|Esrrbl1|Hippi|MHS4R2	intraflagellar transport 57	protein-coding
Common	primary_peak_22409	chr4	130359629	130360496	+	1000	NA	promoter-TSS (NM_153160)	promoter-TSS (NM_153160)	-70	NM_025645	66585	Mm.423019	NM_025645	ENSMUSG00000074088	Snrnp40	0610009C03Rik|Prp8bp|Wdr57	small nuclear ribonucleoprotein 40 (U5)	protein-coding
Common	primary_peak_6380	chr11	120142333	120143276	+	1000	NA	intron (NM_024249, intron 2 of 16)	intron (NM_024249, intron 2 of 16)	8547	NM_001164801	72055	Mm.253403	NM_024249	ENSMUSG00000061306	Slc38a10	1810073N04Rik	solute carrier family 38, member 10	protein-coding
Common	primary_peak_6270-2	chr11	117654448	117654871	+	1000	NA	5' UTR (NM_198022, exon 1 of 22)	5' UTR (NM_198022, exon 1 of 22)	370	NM_198022	217351	Mm.40272	NM_198022	ENSMUSG00000025571	Tnrc6c	9930033H14Rik|mKIAA1582	trinucleotide repeat containing 6C	protein-coding
Common	primary_peak_5801-2	chr11	100939964	100940240	+	1000	NA	promoter-TSS (NM_213660)	promoter-TSS (NM_213660)	-591	NM_011486	20848	Mm.249934	NM_011486	ENSMUSG00000004040	Stat3	1110034C02Rik|AW109958|Aprf	signal transducer and activator of transcription 3	protein-coding
Common	primary_peak_29691	chr8	46686585	46687381	+	1000	NA	Intergenic	L1M6|LINE|L1	52532	NR_045750	100503498	Mm.187358	NR_045750	ENSMUSG00000097534	Gm16675	-	predicted gene, 16675	ncRNA
Common	primary_peak_5153	chr11	75461098	75461745	+	1000	NA	promoter-TSS (NR_030711)	promoter-TSS (NR_030711)	-118	NR_030711	100042498	Mm.482242	NR_030711	ENSMUSG00000085148	Mir22hg	2210403K04Rik|mir-22	Mir22 host gene (non-protein coding)	ncRNA
Common	primary_peak_13051	chr16	95701768	95702964	+	1000	NA	promoter-TSS (NM_011809)	promoter-TSS (NM_011809)	-41	NM_011809	23872	Mm.290207	NM_011809	ENSMUSG00000022895	Ets2	AU022856|Ets-2	E26 avian leukemia oncogene 2, 3' domain	protein-coding
Common	primary_peak_24852	chr5	137600380	137601332	+	1000	NA	promoter-TSS (NM_001254762)	promoter-TSS (NM_001254762)	-148	NM_001254762	68929	Mm.41355	NM_030037	ENSMUSG00000037221	Mospd3	1190005J19Rik|5133401H10Rik|Gtig2|R124	motile sperm domain containing 3	protein-coding
Common	primary_peak_12201	chr16	21204312	21205335	+	1000	NA	promoter-TSS (NM_010143)	promoter-TSS (NM_010143)	28	NM_010143	13845	Mm.6972	NM_010143	ENSMUSG00000005958	Ephb3	AW456895|Cek10|Etk2|HEK2|MDK5|Sek4|Tyro6	Eph receptor B3	protein-coding
Common	primary_peak_15703	chr18	88971352	88972319	+	1000	NA	promoter-TSS (NM_175542)	promoter-TSS (NM_175542)	45	NM_175542	246102	Mm.772	NM_175542	ENSMUSG00000023066	Rttn	4921538A15Rik|AI666264|C530033I08Rik|D230040K24	rotatin	protein-coding
Common	primary_peak_9818	chr14	55671560	55672422	+	1000	NA	promoter-TSS (NM_008683)	promoter-TSS (NM_008683)	-85	NM_008683	18002	Mm.296566	NM_008683	ENSMUSG00000010376	Nedd8	NEDD-8|Rub1	neural precursor cell expressed, developmentally down-regulated gene 8	protein-coding
Common	primary_peak_20212	chr3	95624671	95625508	+	1000	NA	5' UTR (NM_019561, exon 1 of 4)	5' UTR (NM_019561, exon 1 of 4)	109	NM_001026212	56205	Mm.241365	NM_019561	ENSMUSG00000038619	Ensa	1700020C18Rik|2610007F17Rik|AI451924	endosulfine alpha	protein-coding
Common	primary_peak_23350	chr5	27791021	27792150	+	1000	NA	promoter-TSS (NM_018878)	promoter-TSS (NM_018878)	-35	NM_018878	55982	Mm.277190	NM_018878	ENSMUSG00000002221	Paxip1	D5Ertd149e|PTIP	PAX interacting (with transcription-activation domain) protein 1	protein-coding
Common	primary_peak_28663	chr7	111122059	111123170	+	1000	NA	promoter-TSS (NR_015573)	promoter-TSS (NR_015573)	61	NR_015573	75479	Mm.381620	NR_015573	ENSMUSG00000110424	1700012D14Rik	-	RIKEN cDNA 1700012D14 gene	ncRNA
Common	primary_peak_18538	chr2	140066285	140067029	+	1000	NA	non-coding (NR_110350, exon 1 of 13)	non-coding (NR_110350, exon 1 of 13)	148	NR_110350	75812	Mm.293449	NM_175225	ENSMUSG00000039033	Tasp1	4930485D02Rik|AW986064	taspase, threonine aspartase 1	protein-coding
Common	primary_peak_16429	chr19	44930551	44931706	+	1000	NA	promoter-TSS (NM_001081225)	promoter-TSS (NM_001081225)	9	NM_001081225	226151	Mm.212609	NM_172638	ENSMUSG00000036097	Slf2	3632432H19|Fam178a	SMC5-SMC6 complex localization factor 2	protein-coding
Common	primary_peak_14685	chr17	94749396	94750387	+	1000	NA	promoter-TSS (NM_176917)	promoter-TSS (NM_176917)	1	NM_176917	76781	Mm.139146	NM_176917	ENSMUSG00000055660	Mettl4	2410198H06Rik|A730091E08Rik|AV296509|HsT661	methyltransferase like 4	protein-coding
Common	primary_peak_2269	chr10	11149091	11149886	+	1000	NA	promoter-TSS (NM_001284354)	promoter-TSS (NM_001284354)	58	NM_001077707	268281	Mm.133101	NM_172937	ENSMUSG00000090112	Shprh	2610103K11Rik|AA450458|AU024614|BC006883|D230017O13Rik|E130018M05	SNF2 histone linker PHD RING helicase	protein-coding
Common	primary_peak_2128	chr1	191396699	191397843	+	1000	NA	promoter-TSS (NM_144880)	promoter-TSS (NM_144880)	-230	NM_144880	226849	Mm.205569	NM_144880	ENSMUSG00000026626	Ppp2r5a	PR61alpha	protein phosphatase 2, regulatory subunit B', alpha	protein-coding
Common	primary_peak_28704	chr7	114562445	114563326	+	1000	NA	promoter-TSS (NR_110407)	promoter-TSS (NR_110407)	87	NR_110408	244209	Mm.108037	NM_177382	ENSMUSG00000030670	Cyp2r1	-	cytochrome P450, family 2, subfamily r, polypeptide 1	protein-coding
Common	primary_peak_3831	chr10	121739506	121740471	+	1000	NA	promoter-TSS (NM_173022)	promoter-TSS (NM_173022)	51	NM_173022	270802	Mm.209172	NM_173022	ENSMUSG00000053684	BC048403	E030027L10	cDNA sequence BC048403	protein-coding
Common	primary_peak_31473	chr9	47733690	47734565	+	1000	NA	intron (NM_001025600, intron 1 of 8)	intron (NM_001025600, intron 1 of 8)	84081	NR_046048	100038460	Mm.447649	NR_046048		Gm10677	-	predicted gene 10677	ncRNA
Common	primary_peak_23910	chr5	90223567	90224589	+	1000	NA	promoter-TSS (NM_001163456)	promoter-TSS (NM_001163456)	-82	NM_001163456	231430	Mm.319697	NM_001033310	ENSMUSG00000035505	Cox18	BC038311	cytochrome c oxidase assembly protein 18	protein-coding
Common	primary_peak_28348	chr7	92560952	92561937	+	1000	NA	5' UTR (NM_001162918, exon 1 of 8)	5' UTR (NM_001162918, exon 1 of 8)	295	NM_025515	66365	Mm.21173	NM_025515	ENSMUSG00000030613	Ccdc90b	2310015N07Rik|C86558	coiled-coil domain containing 90B	protein-coding
Common	primary_peak_5988	chr11	106216040	106217118	+	1000	NA	promoter-TSS (NM_026009)	promoter-TSS (NM_026009)	-212	NM_026009	67163	Mm.22109	NM_026009	ENSMUSG00000078622	Ccdc47	2610204L23Rik|C88307|asp4|calumin	coiled-coil domain containing 47	protein-coding
Common	primary_peak_29095	chr7	139388357	139389246	+	1000	NA	promoter-TSS (NM_183144)	promoter-TSS (NM_183144)	-308	NM_001127363	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
Common	primary_peak_13397	chr17	24478586	24479439	+	1000	NA	promoter-TSS (NM_019988)	promoter-TSS (NM_019988)	66	NM_019988	56716	Mm.289516	NM_019988	ENSMUSG00000024142	Mlst8	0610033N12Rik|AA409454|AI505104|AI851821|Gbl	MTOR associated protein, LST8 homolog (S. cerevisiae)	protein-coding
Common	primary_peak_31205	chr9	31029815	31031051	+	1000	NA	promoter-TSS (NM_001115130)	promoter-TSS (NM_001115130)	-211	NM_172765	235132	Mm.239355	NM_172765	ENSMUSG00000047412	Zbtb44	6030404E16Rik|Btbd15|E230011F09	zinc finger and BTB domain containing 44	protein-coding
Common	primary_peak_3978	chr10	128302887	128304052	+	1000	NA	5' UTR (NM_001252327, exon 1 of 26)	5' UTR (NM_001252327, exon 1 of 26)	134	NM_001252327	103135	Mm.244183	NM_133992	ENSMUSG00000005682	Pan2	1200014O24Rik|AI047843|AW742773|Usp52|mKIAA0710	PAN2 poly(A) specific ribonuclease subunit	protein-coding
Common	primary_peak_8654	chr13	70637487	70638397	+	1000	NA	promoter-TSS (NM_144837)	promoter-TSS (NM_144837)	-308	NM_144837	218333	Mm.139738	NM_144837	ENSMUSG00000034525	Ice1	C77245|mKIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
Common	primary_peak_17177	chr2	30391975	30393220	+	1000	NA	intron (NM_020329, intron 1 of 7)	CpG	343	NM_001290508	57170	Mm.285167	NM_020329	ENSMUSG00000026856	Dolpp1	0610011H20Rik|AB030189|LSFR2	dolichyl pyrophosphate phosphatase 1	protein-coding
Common	primary_peak_16399	chr19	43674757	43675643	+	1000	NA	promoter-TSS (NM_145156)	promoter-TSS (NM_145156)	22	NR_045645	100502982	Mm.313570	NR_045645	ENSMUSG00000117698	BC037704	-	cDNA sequence BC037704	ncRNA
Common	primary_peak_14391	chr17	74527740	74529035	+	1000	NA	promoter-TSS (NM_007566)	promoter-TSS (NM_007566)	92	NM_007566	12211	Mm.442564	NM_007566	ENSMUSG00000024073	Birc6	A430032G04Rik|A430040A19Rik|AA501170|Bruce|D630005A10Rik|mKIAA1289	baculoviral IAP repeat-containing 6	protein-coding
Common	primary_peak_11650	chr15	98567171	98568253	+	1000	NA	promoter-TSS (NM_009833)	promoter-TSS (NM_009833)	-76	NM_009833	12455	Mm.29941	NM_009833	ENSMUSG00000011960	Ccnt1	2810478G24Rik|AI115585|CycT1	cyclin T1	protein-coding
Common	primary_peak_23055	chr4	152026987	152028141	+	1000	NA	TTS (NM_031867)	TTS (NM_031867)	107	NM_133879	100090	Mm.24661	NM_133879	ENSMUSG00000028952	Zbtb48	0610011D15Rik|AI327031|Hkr3|TZAP	zinc finger and BTB domain containing 48	protein-coding
Common	primary_peak_24046	chr5	100518095	100518776	+	1000	NA	5' UTR (NM_012001, exon 1 of 10)	5' UTR (NM_012001, exon 1 of 10)	126	NM_012001	26891	Mm.957	NM_012001	ENSMUSG00000035297	Cops4	AW208976|D5Ertd774e|SGN4	COP9 signalosome subunit 4	protein-coding
Common	primary_peak_4607	chr11	53763294	53764236	+	1000	NA	promoter-TSS (NR_106131)	promoter-TSS (NR_106131)	-111	NR_106131	102465772		NR_106131	ENSMUSG00000099153	Mir7671	Gm27802|mmu-mir-7671	microRNA 7671	ncRNA
Common	primary_peak_323	chr1	44118250	44119252	+	1000	NA	promoter-TSS (NM_023645)	promoter-TSS (NM_023645)	22	NM_023645	72050	Mm.281714	NM_023645	ENSMUSG00000026047	Poglut2	1810049A15Rik|5730416C13Rik|EP58|Kdel1|Kdelc1	protein O-glucosyltransferase 2	protein-coding
Common	primary_peak_22585	chr4	134395981	134396537	+	1000	NA	promoter-TSS (NM_133880)	promoter-TSS (NM_133880)	-61	NM_001285875	100163	Mm.22116	NM_133880	ENSMUSG00000037366	Pafah2	2310074E22Rik|AI507170	platelet-activating factor acetylhydrolase 2	protein-coding
Common	primary_peak_22180	chr4	122885748	122886822	+	1000	NA	promoter-TSS (NM_001301067)	promoter-TSS (NM_001301067)	-228	NM_001301067	12331	Mm.8687	NM_007598	ENSMUSG00000028656	Cap1	-	CAP, adenylate cyclase-associated protein 1 (yeast)	protein-coding
Common	primary_peak_19165	chr2	172345205	172345915	+	1000	NA	promoter-TSS (NM_025912)	promoter-TSS (NM_025912)	-17	NM_025912	67017	Mm.30013	NM_025912	ENSMUSG00000027495	Fam210b	2010011I20Rik|AI430961|AV108736	family with sequence similarity 210, member B	protein-coding
Common	primary_peak_27684	chr7	35585781	35586592	+	1000	NA	promoter-TSS (NM_145633)	promoter-TSS (NM_145633)	-61	NM_178263	245886	Mm.272620	NM_145633	ENSMUSG00000034867	Ankrd27	AA408090|BC016493|D330003H11Rik|Varp	ankyrin repeat domain 27 (VPS9 domain)	protein-coding
Common	primary_peak_18773	chr2	154892323	154893156	+	1000	NA	5' UTR (NM_026030, exon 1 of 9)	5' UTR (NM_026030, exon 1 of 9)	167	NM_026030	67204	Mm.377134	NM_026030	ENSMUSG00000074656	Eif2s2	2810026E11Rik|38kDa|AA408636|AA571381|AA986487|AW822225|D2Ertd303e|EIF2|EIF2B	eukaryotic translation initiation factor 2, subunit 2 (beta)	protein-coding
Common	primary_peak_7683	chr12	116404920	116406005	+	1000	NA	promoter-TSS (NM_133762)	promoter-TSS (NM_133762)	60	NM_133762	76044	Mm.491196	NM_133762	ENSMUSG00000042029	Ncapg2	5830426I05Rik|CAP-G2|Luzp5|Mtb|mCAP-G2	non-SMC condensin II complex, subunit G2	protein-coding
Common	primary_peak_7179	chr12	82225696	82226628	+	1000	NA	intron (NM_001167983, intron 1 of 23)	intron (NM_001167983, intron 1 of 23)	56146	NM_001167983	217692	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding
Common	primary_peak_14850	chr18	24121274	24122099	+	1000	NA	exon (NM_172625, exon 1 of 5)	exon (NM_172625, exon 1 of 5)	133	NM_172625	225280	Mm.258973	NM_172625	ENSMUSG00000047989	Ino80c	D030070L09Rik	INO80 complex subunit C	protein-coding
Common	primary_peak_15855	chr19	6140590	6141735	+	1000	NA	promoter-TSS (NM_019722)	promoter-TSS (NM_019722)	-25	NM_019722	56327	Mm.21071	NM_019722	ENSMUSG00000024944	Arl2	2610009M23Rik|AI115441|AW553335	ADP-ribosylation factor-like 2	protein-coding
Common	primary_peak_12622	chr16	44347218	44347879	+	1000	NA	intron (NM_144550, intron 1 of 17)	CpG	147	NM_144550	212514	Mm.24035	NM_144550	ENSMUSG00000043065	Spice1	Ccdc52|D16Ertd480e	spindle and centriole associated protein 1	protein-coding
Common	primary_peak_18725	chr2	153345393	153346152	+	1000	NA	promoter-TSS (NR_040318)	promoter-TSS (NR_040318)	38	NR_040318	72326	Mm.400102	NR_040318	ENSMUSG00000073236	2500004C02Rik	-	RIKEN cDNA 2500004C02 gene	ncRNA
Common	primary_peak_18163	chr2	118388252	118389192	+	1000	NA	promoter-TSS (NM_001177806)	promoter-TSS (NM_001177806)	105	NM_013719	27103	Mm.217616	NM_013719	ENSMUSG00000005102	Eif2ak4	2610011M03|GCN2|MGCN2	eukaryotic translation initiation factor 2 alpha kinase 4	protein-coding
Common	primary_peak_29773	chr8	60992660	60993855	+	1000	NA	promoter-TSS (NM_001293637)	promoter-TSS (NM_001293637)	64	NM_001293637	18004	Mm.486881	NM_175089	ENSMUSG00000031644	Nek1	D8Ertd790e|kat	NIMA (never in mitosis gene a)-related expressed kinase 1	protein-coding
Common	primary_peak_19515	chr3	30792742	30794047	+	1000	NA	intron (NM_027016, intron 1 of 7)	CpG	518	NM_027016	69276	Mm.26017	NM_027016	ENSMUSG00000027706	Sec62	3100002M17Rik|AI844545|AW545092|Dtrp1|HTP1|Tloc1	SEC62 homolog (S. cerevisiae)	protein-coding
Common	primary_peak_14865	chr18	25168407	25169433	+	1000	NA	promoter-TSS (NM_001142698)	promoter-TSS (NM_001142698)	-43	NM_001004361	66648	Mm.263189	NM_001004361	ENSMUSG00000024269	Tpgs2	5730437P09Rik|5730494M16Rik|AI666318|Pgs2	tubulin polyglutamylase complex subunit 2	protein-coding
Common	primary_peak_4907	chr11	68852409	68853469	+	1000	NA	intron (NM_023668, intron 1 of 8)	CpG	192	NM_023668	83431	Mm.31979	NM_023668	ENSMUSG00000018736	Ndel1	2600006O07Rik|MITAP1|NUDEL|mNudE-L|mNudel	nudE neurodevelopment protein 1 like 1	protein-coding
Common	primary_peak_11272	chr15	79062517	79063357	+	1000	NA	promoter-TSS (NM_144849)	promoter-TSS (NM_144849)	-78	NM_144849	223690	Mm.24262	NM_144849	ENSMUSG00000033055	Ankrd54	C730048E16Rik|EST1068184|EST475269|Liar	ankyrin repeat domain 54	protein-coding
Common	primary_peak_11192	chr15	76659647	76660419	+	1000	NA	promoter-TSS (NM_010630)	promoter-TSS (NM_010630)	175	NM_019396	54151	Mm.247752	NM_019396	ENSMUSG00000053929	Cyhr1	1110031M01Rik|AU042374|Chrp	cysteine and histidine rich 1	protein-coding
Common	primary_peak_4461	chr11	45954943	45955692	+	1000	NA	promoter-TSS (NM_001290737)	promoter-TSS (NM_001290737)	-129	NM_001290737	66628	Mm.269083	NM_001080969	ENSMUSG00000011254	Thg1l	-	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	protein-coding
Common	primary_peak_15108	chr18	42511028	42511966	+	1000	NA	promoter-TSS (NM_001289526)	promoter-TSS (NM_001289526)	10	NM_001289526	56070	Mm.270511	NM_001039474	ENSMUSG00000024498	Tcerg1	2410022J09Rik|2900090C16Rik|AI428505|CA150b|FBP23|FBP28|Taf2s|ca150|p144	transcription elongation regulator 1 (CA150)	protein-coding
Common	primary_peak_23188	chr5	4104081	4104985	+	1000	NA	5' UTR (NM_020010, exon 1 of 10)	5' UTR (NM_020010, exon 1 of 10)	164	NM_020010	13121	Mm.140158	NM_020010	ENSMUSG00000001467	Cyp51	AI426508|CYPLI|Cyp51a1|Ldm|P450-14DM|P450LI	cytochrome P450, family 51	protein-coding
Common	primary_peak_3243	chr10	80826129	80827123	+	1000	NA	promoter-TSS (NR_027656)	promoter-TSS (NR_027656)	-30	NM_001301034	18245	Mm.398119	NM_008753	ENSMUSG00000035242	Oaz1	AZ-1|AZ1|Antizyme|ODC-Az|Oaz	ornithine decarboxylase antizyme 1	protein-coding
Common	primary_peak_11665	chr15	98917524	98918489	+	1000	NA	promoter-TSS (NM_029098)	promoter-TSS (NM_029098)	92	NM_029098	74775	Mm.385020	NM_029098	ENSMUSG00000022999	Lmbr1l	1110013E13Rik|AA415653|D15Ertd735e|Limr	limb region 1 like	protein-coding
Common	primary_peak_22481-2	chr4	132768487	132768736	+	1000	NA	intron (NM_011284, intron 1 of 8)	CpG	251	NM_011284	19891	Mm.2870	NM_011284	ENSMUSG00000028884	Rpa2	AA409079|AI325195|AU020965|RPA34|Rf-A2	replication protein A2	protein-coding
Common	primary_peak_25524	chr6	35133338	35134204	+	1000	NA	promoter-TSS (NM_016877)	promoter-TSS (NM_016877)	-34	NM_016877	53621	Mm.214525	NM_016877	ENSMUSG00000038784	Cnot4	Not4|Not4h|Not4hp	CCR4-NOT transcription complex, subunit 4	protein-coding
Common	primary_peak_14573	chr17	84790415	84791339	+	1000	NA	promoter-TSS (NM_028233)	promoter-TSS (NM_028233)	-91	NM_028233	72416	Mm.217027	NM_028233	ENSMUSG00000024120	Lrpprc	3110001K13Rik|C76645|Gp130|Lrp130|Lsfc	leucine-rich PPR-motif containing	protein-coding
Common	primary_peak_7284	chr12	85824440	85825331	+	1000	NA	promoter-TSS (NM_021446)	promoter-TSS (NM_021446)	-65	NM_001081423	320244	Mm.132172	NM_177114	ENSMUSG00000012609	Ttll5	1700048H13Rik|2310009M18Rik|4930556H18Rik|AI428864|D630041K24Rik|R75373|Stamp|mKIAA0998	tubulin tyrosine ligase-like family, member 5	protein-coding
